attempt,success,complex idx,complex name,stoichiometry,graph hash,note,ligand names,ligand stoichiometries,ligand charges,ligand donors,batch idx,batch name,metal,oxi state,topology,similarity,total charge,optimization,isomers,random seed
124,False,,,C53H71N7O4Pd1Si2,,clashing ligands,"('unq_CSD-PAPKAT-03-a', 'unq_CSD-PABTOF-02-a', 'unq_CSD-OZUFIZ-01-a')","('C14H23N4O2', 'C33H30N2O2', 'C6H18N1Si2')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
125,False,,,C53H50F1N7O1Pd1S1,,clashing ligands,"('unq_CSD-PAXVEQ-03-a', 'unq_CSD-PADSEW-02-a', 'unq_CSD-PALTEC-01-a')","('C21H15N3', 'C16H12F1N3O1S1', 'C16H23N1')","(0.0, 0.0, -2.0)","('N-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
126,False,,,C33H23N9O3Pd1,,non-planar tridentate,"('unq_CSD-PABLOW-03-a', 'unq_CSD-PAXSEP-02-a', 'unq_CSD-PABSEQ-01-b')","('C11H6N4O1', 'C10H8N2O2', 'C12H9N3')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
127,False,,,C34H45N3O1Pd1,,haptic ligand,"('unq_CSD-PAWHUR-03-a', 'unq_CSD-PAPLEY-02-a', 'unq_CSD-PACYUO-01-b')","('C3H3', 'C25H35N2', 'C6H7N1O1')","(-1.0, -1.0, 0.0)","('C-C-C', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
128,True,29.0,JUXOXALU,C26H43N3P2Pd1S1,2501e1cba734928a6d7e9e1f66b05817,no optimization,"('unq_CSD-OZOCIS-03-a', 'unq_CSD-PATDUM-02-a', 'unq_CSD-PACCOL-01-a')","('C16H37N1P2', 'C9H6N1S1', 'C1N1')","(0.0, -1.0, -1.0)","('N-P-P', 'N-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
129,False,,,C49H66N6Pd1S1,,non-planar tridentate,"('unq_CSD-PAQSAC-03-a', 'unq_CSD-PAKJIU-02-a', 'unq_CSD-PACLIO-01-a')","('C35H52N2', 'C10H8N2S1', 'C4H6N2')","(-2.0, 0.0, 0.0)","('C-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
130,False,,,C18H26B1F4N7Pd1,,non-planar tridentate,"('unq_CSD-PAYVOC-03-a', 'unq_CSD-PAHKAM-02-a', 'unq_CSD-PATBAP-01-d')","('C16H19N5', 'C2H7N2', 'B1F4')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'F')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
131,True,30.0,GIWOXOSI,C40H30N4O3Pd1S2,828000162127ada07b5a8c2226a00c58,no optimization,"('unq_CSD-PEDNAO-03-a', 'unq_CSD-PAHYAY-02-a', 'unq_CSD-OZOVOP-01-a')","('C19H14N3S2', 'C15H9O3', 'C6H7N1')","(-1.0, -1.0, 0.0)","('N-S-S', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
132,False,,,C37H48F1N9O2Pd1S1,,clashing ligands,"('unq_CSD-PANCEO-03-a', 'unq_CSD-PECNIX-02-a', 'unq_CSD-PAFJOZ-01-b')","('C12H24F1N5O2', 'C16H13N4S1', 'C9H11')","(0.0, -1.0, -1.0)","('N-N-N', 'N-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
133,False,,,C45H31F6N7O1Pd1,,clashing ligands,"('unq_CSD-PEDGOV-03-a', 'unq_CSD-PAVHOK-02-a', 'unq_CSD-PAKVOP-01-b')","('C19H9F6N3', 'C16H14N3O1', 'C10H8N1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
134,False,,,C36H29N5O6Pd1S1,,clashing ligands,"('unq_CSD-PADZIF-03-a', 'unq_CSD-PAXSEP-02-a', 'unq_CSD-PAKHOB-01-c')","('C19H14N3O1', 'C10H8N2O2', 'C7H7O3S1')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
135,False,,,C33H37Br1N4O3Pd1S1Si1,,clashing ligands,"('unq_CSD-PAKZEI-03-a', 'unq_CSD-PAYLUZ-02-a', 'unq_CSD-PAWXAM-01-a')","('C11H13Br1N1O3', 'C13H8N1S1', 'C9H16N2Si1')","(-1.0, -1.0, 0.0)","('N-O-O', 'C-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
136,True,31.0,KEDEJEXO,C51H49B1Cl3N5Pd1Si1,036236594a3565cbed2626d89fb47ba8,no optimization,"('unq_CSD-PANCIT-03-a', 'unq_CSD-PALSOL-02-a', 'unq_CSD-PASVAG-01-a')","('C33H33N5', 'H4B1', 'C18H12Cl3Si1')","(0.0, -1.0, -1.0)","('N-N-N', 'H-H', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
137,False,,,C52H61N4O2P3Pd1Si2,,clashing ligands,"('unq_CSD-PAQGOF-03-a', 'unq_CSD-OZIZAA-02-a', 'unq_CSD-PASREG-01-e')","('C34H33P3', 'C12H12N2O2', 'C6H16N2Si2')","(0.0, 0.0, -2.0)","('P-P-P', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
138,True,32.0,IWOYUWUZ,C20H25N7O3Pd1S2,e116d5d9d6e647996aac70e59d33bf90,no optimization,"('unq_CSD-PAMKIA-03-a', 'unq_CSD-PAFWIC-02-a', 'unq_CSD-PAWQIO-01-a')","('C14H14N6O2', 'C3H6N1S2', 'C3H5O1')","(0.0, -1.0, -1.0)","('N-N-N', 'S-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
139,False,,,C21H34F6N2O3Pd1S2,,clashing ligands,"('unq_CSD-PASSEH-03-a', 'unq_CSD-PAQZIQ-02-a', 'unq_CSD-PAGMIT-01-a')","('C12H19N2', 'C5H12O2S2', 'C4H3F6O1')","(-1.0, 0.0, -1.0)","('C-N-N', 'S-S', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
140,False,,,C27H46F4N4O1Pd1,,clashing ligands,"('unq_CSD-PAXBOF-03-a', 'unq_CSD-PAJVUU-02-a', 'unq_CSD-PAGGEN-01-c')","('C9H23N3', 'C12H22N1O1', 'C6H1F4')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
141,False,,,C37H38N10O2Pd1S1,,non-planar tridentate,"('unq_CSD-PANZAH-03-a', 'unq_CSD-PANFUG-02-b', 'unq_CSD-PADYOL-01-a')","('C15H13N3O2S1', 'C8H6N4', 'C14H19N3')","(-2.0, 0.0, 0.0)","('N-O-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
142,False,,,C28H29B1F1N9O1Pd1S4,,non-planar tridentate,"('unq_CSD-PAXFEA-03-a', 'unq_CSD-PADSEW-02-a', 'unq_CSD-OZOCEO-01-a')","('C12H16B1N6S3', 'C16H12F1N3O1S1', 'H1')","(-1.0, 0.0, -1.0)","('S-S-S', 'N-N', 'H')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
143,False,,,C31H41N3O7Pd1,,clashing ligands,"('unq_CSD-PASSEH-03-a', 'unq_CSD-PANNEY-02-a', 'unq_CSD-PASBOC-01-a')","('C12H19N2', 'C8H7O3', 'C11H15N1O4')","(-1.0, -1.0, 0.0)","('C-N-N', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
144,False,,,C67H63N5Pd1S2,,clashing ligands,"('unq_CSD-OZUYOY-03-a', 'unq_CSD-PAXPIO-02-a', 'unq_CSD-PAPHEZ-01-a')","('C50H32N3', 'C10H24N2', 'C7H7S2')","(-1.0, 0.0, -1.0)","('N-N-N', 'N-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
145,True,33.0,HOGAFIJE,C24H25Cl1N8Pd1,fa634495f8463c7bf3831edd96837bbb,no optimization,"('unq_CSD-PAWWOA-03-a', 'unq_CSD-PABYUO-02-a', 'unq_CSD-PAYHUU-01-e')","('C12H16Cl1N2', 'C10H9N3', 'C2N3')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
146,False,,,C34H38N6O6Pd1,,haptic ligand,"('unq_CSD-PAYSUD-03-a', 'unq_CSD-PAHKAN-02-a', 'unq_CSD-PARPEG-01-b')","('C10H9', 'C21H25N2O4', 'C3H4N4O2')","(-1.0, -1.0, 0.0)","('C-C-C', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
147,False,,,C58H61N2O4P3Pd1,,haptic ligand,"('unq_CSD-PAJXIJ-03-a', 'unq_CSD-PAFKOY-02-a', 'unq_CSD-PAQWAF-01-a')","('C44H33O4P2', 'C5H7N2', 'C9H21P1')","(-1.0, -1.0, 0.0)","('C-P-P', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
148,False,,,C100H109N8O2P1Pd1S1,,clashing ligands,"('unq_CSD-PAPKAT-03-a', 'unq_CSD-PACJEL-02-a', 'unq_CSD-PAJDUB-01-b')","('C14H23N4O2', 'C67H71N2', 'C19H15N2P1S1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
149,True,34.0,LOCECOPA,C25H20Br1N9O1Pd1,097975575066b3e55e510803cf1c052e,no optimization,"('unq_CSD-PASWOY-03-a', 'unq_CSD-PECTEX-02-a', 'unq_CSD-OZOVOP-01-a')","('C11H5Br1N4O1', 'C8H8N4', 'C6H7N1')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
150,False,,,C41H67N7O3Pd1,,clashing ligands,"('unq_CSD-PAPKAT-03-a', 'unq_CSD-OZOQUR-02-a', 'unq_CSD-PANKAT-01-c')","('C14H23N4O2', 'C10H19N2O1', 'C17H25N1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
151,False,,,C57H55Cl2N3O2P2Pd1S1Si1,,clashing ligands,"('unq_CSD-PADCAZ-03-a', 'unq_CSD-PAGHUB-02-a', 'unq_CSD-PABMUB-01-a')","('C29H29P2', 'C27H23N3O2S1', 'C1H3Cl2Si1')","(-1.0, 0.0, -1.0)","('C-P-P', 'N-N', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
152,True,35.0,IKABISEQ,C43H32Cl1N9O1Pd1S2,0575c183b46c6bf9647ef688253cd8e8,no optimization,"('unq_CSD-PATJAW-03-a', 'unq_CSD-PADGEJ-02-a', 'unq_CSD-PEBZED-01-b')","('C24H16N6', 'C13H10N2O1S2', 'C6H6Cl1N1')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
153,False,,,C44H37Br1N7O1P1Pd1,,clashing ligands,"('unq_CSD-PASWOY-03-a', 'unq_CSD-PAGBEG-02-a', 'unq_CSD-PALBEL-01-c')","('C11H5Br1N4O1', 'C27H24N1P1', 'C6H8N2')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
154,False,,,C26H44Cl1N5O4Pd1,,clashing ligands,"('unq_CSD-PAKYUX-03-a', 'unq_CSD-PARRUW-02-a', 'unq_CSD-PAVQIN-01-a')","('C11H13Cl1N1O3', 'C5H14N2', 'C10H17N2O1')","(-1.0, 0.0, -1.0)","('N-O-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
155,False,,,C63H90F2N3O3P1Pd1S1Si3,,haptic ligand,"('unq_CSD-PAFWEZ-03-a', 'unq_CSD-PASLON-02-a', 'unq_CSD-PAXWET-01-b')","('C9H21Si2', 'C19H14F2N3O2S1', 'C35H55O1P1Si1')","(-1.0, -1.0, 0.0)","('C-C-C', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
156,False,,,C28H33N5O4Pd1,,clashing ligands,"('unq_CSD-PABYUN-03-a', 'unq_CSD-PAWYUI-02-a', 'unq_CSD-OZUZER-01-b')","('C17H11N2O2', 'C5H11O2', 'C6H11N3')","(-1.0, -1.0, 0.0)","('C-N-N', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
157,True,36.0,UBOFOQID,C29H28N6O3Pd1,e76c1caf0e6ed852e7438fdfa8211f65,no optimization,"('unq_CSD-PECPAO-03-a', 'unq_CSD-PANFUG-02-b', 'unq_CSD-OZIZII-01-b')","('C15H15N1O3', 'C8H6N4', 'C6H7N1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
158,False,,,C14H30Pd1Si2,,haptic ligand,"('unq_CSD-PAFWEZ-03-a', 'unq_CSD-PALLAP-02-a', 'unq_CSD-OZOJUJ-01-b')","('C9H21Si2', 'C4H6', 'C1H3')","(-1.0, 0.0, -1.0)","('C-C-C', 'C-C', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
159,False,,,C46H37N5O1P2Pd1S2,,non-planar tridentate,"('unq_CSD-PAJCUY-03-a', 'unq_CSD-PADGEJ-02-a', 'unq_CSD-OZOHAN-01-a')","('C15H12N3P1', 'C13H10N2O1S2', 'C18H15P1')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
160,False,,,C24H50Al1N2P1Pd1,,haptic ligand,"('unq_CSD-PAWHUR-03-a', 'unq_CSD-PABGIL-02-a', 'unq_CSD-PAQWAF-01-a')","('C3H3', 'C12H26Al1N2', 'C9H21P1')","(-1.0, -1.0, 0.0)","('C-C-C', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
161,False,,,C51H54Cl3N3P2Pd1S2Si1,,haptic ligand,"('unq_CSD-PEDNAO-03-a', 'unq_CSD-PECQOG-02-a', 'unq_CSD-PASVAG-01-a')","('C19H14N3S2', 'C14H28P2', 'C18H12Cl3Si1')","(-1.0, 0.0, -1.0)","('N-S-S', 'C-C', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
162,False,,,C23H40N6O2Pd1S1,,clashing ligands,"('unq_CSD-PEDJEN01-03-a', 'unq_CSD-PAQFUI-02-b', 'unq_CSD-PAGJOY-01-b')","('C4H13N3', 'C8H8S1', 'C11H19N3O2')","(0.0, -2.0, 0.0)","('N-N-N', 'C-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
163,True,37.0,VIDOSESE,C42H44N6O1Pd1S2,fc2149235d36ee967f7f8d23c6f7ed1b,no optimization,"('unq_CSD-PEDMUH-03-a', 'unq_CSD-PECTEX-02-a', 'unq_CSD-PACHEI-01-b')","('C20H15N2S2', 'C8H8N4', 'C14H21O1')","(-1.0, 0.0, -1.0)","('C-S-S', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
164,False,,,C45H44Br1N1O6P2Pd1S1,,clashing ligands,"('unq_CSD-PAKZEI-03-a', 'unq_CSD-PAZYAQ-02-a', 'unq_CSD-PAKHOB-01-c')","('C11H13Br1N1O3', 'C27H24P2', 'C7H7O3S1')","(-1.0, 0.0, -1.0)","('N-O-O', 'P-P', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
165,False,,,C57H63Ga1N8O3Pd1S1,,clashing ligands,"('unq_CSD-OZUTAG-03-a', 'unq_CSD-PASQOS-02-a', 'unq_CSD-PEBNES-01-a')","('C18H13N4O1', 'C10H9N2O2S1', 'C29H41Ga1N2')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'Ga')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
166,True,38.0,AMEDAJEJ,C39H56N4O1Pd1S4,fd2a2d6ca601048803689add40ccea00,no optimization,"('unq_CSD-PAPTIK-03-a', 'unq_CSD-PAFMOC-02-a', 'unq_CSD-PAFXOJ-01-a')","('C9H12N2S1', 'C12H15N2O1S2', 'C18H29S1')","(0.0, -1.0, -1.0)","('N-N-S', 'S-S', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
167,False,,,C20H21B1N6O1Pd1,,clashing ligands,"('unq_CSD-OZUTAG-03-a', 'unq_CSD-PALSOL-02-a', 'unq_CSD-PATGEW-01-a')","('C18H13N4O1', 'H4B1', 'C2H4N2')","(-1.0, -1.0, 0.0)","('N-N-O', 'H-H', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
168,False,,,C57H76N4P4Pd1,,clashing ligands,"('unq_CSD-OZOCIS-03-a', 'unq_CSD-OZUNON-02-a', 'unq_CSD-OZOYEI-01-c')","('C16H37N1P2', 'C37H30N2P2', 'C4H9N1')","(0.0, 0.0, -2.0)","('N-P-P', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
169,False,,,C31H36N6O5Pd1,,clashing ligands,"('unq_CSD-OZUTAG-03-a', 'unq_CSD-PAQQUV-02-a', 'unq_CSD-PAQPED-01-b')","('C18H13N4O1', 'C6H14N2', 'C7H9O4')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
170,False,,,C48H47N9O3Pd1,,clashing ligands,"('unq_CSD-PARVEK-03-a', 'unq_CSD-PATXIU-02-a', 'unq_CSD-PAFQES-01-d')","('C20H14N4O1', 'C15H23N3O2', 'C13H10N2')","(0.0, 0.0, -2.0)","('N-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
171,False,,,C50H48Cl1N3O3Pd1Si1,,clashing ligands,"('unq_CSD-PAKYUX-03-a', 'unq_CSD-PEBHOW-02-a', 'unq_CSD-PASROQ-01-c')","('C11H13Cl1N1O3', 'C21H20N2', 'C18H15Si1')","(-1.0, 0.0, -1.0)","('N-O-O', 'N-N', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
172,True,39.0,OZALUHIN,C22H25N3O3Pd1,181f8a1b26fff106e57bb92ec2f93615,no optimization,"('unq_CSD-PARXUE-03-a', 'unq_CSD-PAWYOC-02-a', 'unq_CSD-OZOJUJ-01-b')","('C17H13N3O1', 'C4H9O2', 'C1H3')","(0.0, -1.0, -1.0)","('N-N-O', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
173,False,,,C46H54N6O6Pd1,,clashing ligands,"('unq_CSD-PCSCUP20-03-a', 'unq_CSD-PAHKAN-02-a', 'unq_CSD-PAGWAY-01-b')","('C13H11N3O2', 'C21H25N2O4', 'C12H18N1')","(0.0, -1.0, -1.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
174,False,,,C55H58N10O2Pd1,,clashing ligands,"('unq_CSD-PATJAW-03-a', 'unq_CSD-PAZZAS-02-a', 'unq_CSD-PABKUZ-01-a')","('C24H16N6', 'C27H36N3O2', 'C4H6N1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
175,False,,,C51H46F4N12O2Pd1,,clashing ligands,"('unq_CSD-PEDGUB-03-a', 'unq_CSD-OZUZUG-02-a', 'unq_CSD-PACGOP-01-b')","('C19H11F4N3', 'C32H35N8O2', 'N1')","(0.0, 1.0, -3.0)","('N-N-N', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
176,False,,,C45H54N6O3Pd1,,non-planar tridentate,"('unq_CSD-PAYVOC-03-a', 'unq_CSD-PAYTIV-02-b', 'unq_CSD-PASBIW-01-a')","('C16H19N5', 'C20H24', 'C9H11N1O3')","(0.0, -2.0, 0.0)","('N-N-N', 'C-C', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
177,False,,,C36H43N11O1Pd1,,clashing ligands,"('unq_CSD-PAGWAZ-03-a', 'unq_CSD-PAFLUF-02-a', 'unq_CSD-PAKVOP-01-b')","('C13H14N8O1', 'C13H21N2', 'C10H8N1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
178,False,,,C27H22N8O1Pd1S1,,non-planar tridentate,"('unq_CSD-PABLOW-03-a', 'unq_CSD-PAKJIU-02-a', 'unq_CSD-PAXTIU-01-b')","('C11H6N4O1', 'C10H8N2S1', 'C6H8N2')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
179,False,,,C29H35B1N8Pd1S6,,non-planar tridentate,"('unq_CSD-PAXFEA-03-a', 'unq_CSD-OZUFEW-02-a', 'unq_CSD-PAPHEZ-01-a')","('C12H16B1N6S3', 'C10H12N2S1', 'C7H7S2')","(-1.0, 0.0, -1.0)","('S-S-S', 'N-S', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
180,False,,,C55H84Ge1N2P2Pd1,,clashing ligands,"('unq_CSD-PADWOJ-03-a', 'unq_CSD-PAZGOP-02-a', 'unq_CSD-PALLIZ-01-e')","('C26H27N2', 'C26H48P2', 'C3H9Ge1')","(-1.0, 0.0, -1.0)","('C-N-N', 'P-P', 'Ge')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
181,True,40.0,RIJEQAQA,C25H30N6O3Pd1Se1,c8add1368b69c73cf6c29d8809b3bf34,no optimization,"('unq_CSD-PAGXOK-03-a', 'unq_CSD-OZOXOS-02-a', 'unq_CSD-PAQKEA-01-a')","('C12H12N3O1', 'C8H8N1O2', 'C5H10N2Se1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-O', 'Se')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
182,False,,,C36H38N4O1Pd1S2Si2,,haptic ligand,"('unq_CSD-PEDNAO-03-a', 'unq_CSD-PADPAL-02-a', 'unq_CSD-PACYOK-01-c')","('C19H14N3S2', 'C13H10O1', 'C4H14N1Si2')","(-1.0, 0.0, -1.0)","('N-S-S', 'C-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
183,False,,,C73H82B1N5O2Pd1,,clashing ligands,"('unq_CSD-PAGMIV-03-a', 'unq_CSD-PAGRAQ-02-a', 'unq_CSD-PACXIC-01-d')","('C20H11N2', 'C34H56N2O2', 'C19H15B1N1')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
184,False,,,C35H49B1N8O3Pd1,,clashing ligands,"('unq_CSD-PAKXAC-03-a', 'unq_CSD-OZOXOS-02-a', 'unq_CSD-PAVQUZ-01-a')","('C17H21N5', 'C8H8N1O2', 'C10H20B1N2O1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
185,False,,,C35H57Ge1N3O2Pd1Si2,,haptic ligand,"('unq_CSD-PAFWEZ-03-a', 'unq_CSD-PASZUH-02-a', 'unq_CSD-PALLIZ-01-e')","('C9H21Si2', 'C23H27N3O2', 'C3H9Ge1')","(-1.0, 0.0, -1.0)","('C-C-C', 'N-N', 'Ge')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
186,False,,,C25H19N1O4Pd1,,haptic ligand,"('unq_CSD-PAWHUR-03-a', 'unq_CSD-PAHYAY-02-a', 'unq_CSD-PACQAM-01-a')","('C3H3', 'C15H9O3', 'C7H7N1O1')","(-1.0, -1.0, 0.0)","('C-C-C', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
